,ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음,등록번호,선거여론조사기관,조사의뢰자,조사방법new,표본추출틀,표본크기,응답률new,접촉률,표본오차,공표일시
630,631,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9196&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,30.2,-,5.2,3.4,17.7,8299,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1000,4.6%,30.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 12시 00분
								"
631,632,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9196&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,30.4,36.8,4.7,2.6,15,8299,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1000,4.6%,30.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 12시 00분
								"
632,633,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9189&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,15.6%,전화면접가상번호,28.2,-,6.7,6.2,19,8295,"(주)엠브레인퍼블릭,",전국단위 신문 : 문화일보,"[['무선전화면접', '100%']]",['통신사제공'],1006,15.6%,23.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 12시 00분
								"
633,634,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9189&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,15.6%,전화면접가상번호,30.5,32.9,6.1,6.4,18.8,8295,"(주)엠브레인퍼블릭,",전국단위 신문 : 문화일보,"[['무선전화면접', '100%']]",['통신사제공'],1006,15.6%,23.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 12시 00분
								"
634,635,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9189&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,15.6%,전화면접가상번호,29.5,-,10.1,6.2,27.9,8295,"(주)엠브레인퍼블릭,",전국단위 신문 : 문화일보,"[['무선전화면접', '100%']]",['통신사제공'],1006,15.6%,23.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 12시 00분
								"
635,636,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9189&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,15.6%,전화면접가상번호,30.7,-,9.2,6.9,25.6,8295,"(주)엠브레인퍼블릭,",전국단위 신문 : 문화일보,"[['무선전화면접', '100%']]",['통신사제공'],1006,15.6%,23.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 12시 00분
								"
636,637,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9191&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.3%,ARS가상번호,35.2,-,-,-,9.2,8297,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1016,6.3%,55.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 06시 00분
								"
637,638,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9191&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.3%,ARS가상번호,36.5,36.6,-,-,8.4,8297,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1016,6.3%,55.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 06시 00분
								"
638,639,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9191&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.3%,ARS가상번호,33.2,-,4,2.9,11.6,8297,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1016,6.3%,55.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 06시 00분
								"
639,640,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9191&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.3%,ARS가상번호,33.2,32.4,2.5,2.3,9.5,8297,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1016,6.3%,55.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-11-01 06시 00분
								"
640,641,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9188&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.6%,ARSRDD,33.3,-,-,-,15.8,8294,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1006,5.6%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-31 14시 00분
								"
641,642,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9188&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.6%,ARSRDD,32.1,-,-,-,19.7,8294,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1006,5.6%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-31 14시 00분
								"
642,643,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9188&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.6%,ARSRDD,30.9,-,-,-,14.6,8294,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1006,5.6%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-31 14시 00분
								"
643,644,2021-10-29 ~ 2021-10-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9188&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.6%,ARSRDD,31.6,42.4,-,-,7.9,8294,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1006,5.6%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-31 14시 00분
								"
644,645,2021-10-28 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9177&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,30.4,-,3.8,4.2,12.6,8289,"(주)아시아리서치앤컨설팅,",조사기관 자체 : (주)아시아리서치앤컨설팅 자체 조사,"[['무선 ARS', '100%']]",['RDD'],1063,3.1%,31.0%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-10-29 15시 00분
								"
645,646,2021-10-28 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9177&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,31.5,37.3,2.9,4.6,8.9,8289,"(주)아시아리서치앤컨설팅,",조사기관 자체 : (주)아시아리서치앤컨설팅 자체 조사,"[['무선 ARS', '100%']]",['RDD'],1063,3.1%,31.0%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-10-29 15시 00분
								"
646,647,2021-10-26 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9182&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.4%,전화면접가상번호,31.8,-,8.6,7,15.2,8287,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,24.4%,25.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 16시 00분
								"
647,648,2021-10-26 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9182&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.4%,전화면접가상번호,33,30.7,10.5,7.4,15.5,8287,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,24.4%,25.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 16시 00분
								"
648,649,2021-10-26 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9182&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.4%,전화면접가상번호,40,-,-,-,21.8,8287,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,24.4%,25.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 16시 00분
								"
649,650,2021-10-26 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9182&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.4%,전화면접가상번호,37,-,-,-,25.5,8287,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,24.4%,25.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 16시 00분
								"
650,651,2021-10-26 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9182&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.4%,전화면접가상번호,35.6,-,-,-,17.4,8287,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,24.4%,25.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 16시 00분
								"
651,652,2021-10-26 ~ 2021-10-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9182&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.4%,전화면접가상번호,37.5,35.4,-,-,19.5,8287,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,24.4%,25.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 16시 00분
								"
652,653,2021-10-26 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9174&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,6.8%,ARS가상번호,34.2,-,3.9,5.9,8.7,8283,"케이에스오아이주식회사(한국사회여론연구소),",전국단위 신문 : 헤럴드경제,"[['무선 ARS', '100%']]",['통신사제공'],1001,6.8%,51.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 06시 00분
								"
653,654,2021-10-26 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9174&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,6.8%,ARS가상번호,33.9,31.5,2.8,4.5,9.8,8283,"케이에스오아이주식회사(한국사회여론연구소),",전국단위 신문 : 헤럴드경제,"[['무선 ARS', '100%']]",['통신사제공'],1001,6.8%,51.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-29 06시 00분
								"
654,655,2021-10-25 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9173&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,27.9%,전화면접가상번호,34,-,9,7,20,8282,"(주)한국리서치,엠브레인퍼블릭","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,27.9%,26.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-28 11시 00분
								"
655,656,2021-10-25 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9173&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,27.9%,전화면접가상번호,35,28,8,6,20,8282,"(주)한국리서치,엠브레인퍼블릭","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,27.9%,26.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-28 11시 00분
								"
656,657,2021-10-25 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9173&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,27.9%,전화면접가상번호,35,-,13,8,26,8282,"(주)한국리서치,엠브레인퍼블릭","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,27.9%,26.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-28 11시 00분
								"
657,658,2021-10-25 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9173&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,27.9%,전화면접가상번호,35,-,10,7,24,8282,"(주)한국리서치,엠브레인퍼블릭","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,27.9%,26.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-28 11시 00분
								"
658,659,2021-10-26 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9172&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.7%,ARSRDD,38.1,-,4.1,3.7,14.1,8281,"미디어리서치,",방송사 : OBS,"[['무선 ARS', '100%']]",['RDD'],1005,2.7%,19.4%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-28 19시 30분
								"
659,660,2021-10-26 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9172&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.7%,ARSRDD,37.7,29.5,2.3,4.2,11.6,8281,"미디어리서치,",방송사 : OBS,"[['무선 ARS', '100%']]",['RDD'],1005,2.7%,19.4%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-28 19시 30분
								"
660,661,2021-10-26 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9169&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.2%,ARSRDD,33.2,-,5,5.3,25.5,8280,"여론조사공정(주),",인터넷언론/기타 : 펜앤드마이크/차세대미래전략연구원,"[['무선 ARS', '100%']]",['RDD'],1005,5.2%,29.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 18시 00분
								"
661,662,2021-10-26 ~ 2021-10-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9169&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.2%,ARSRDD,32.5,34.9,4.5,4.4,23.6,8280,"여론조사공정(주),",인터넷언론/기타 : 펜앤드마이크/차세대미래전략연구원,"[['무선 ARS', '100%']]",['RDD'],1005,5.2%,29.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 18시 00분
								"
662,663,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9170&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.4%,ARSRDD,38.9,-,-,-,16.7,8279,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2035,5.4%,30.6%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-10-28 06시 00분
								"
663,664,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9170&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.4%,ARSRDD,40.9,45.3,-,-,13.9,8279,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2035,5.4%,30.6%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-10-28 06시 00분
								"
664,665,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9170&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.4%,ARSRDD,40,-,-,-,24,8279,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2035,5.4%,30.6%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-10-28 06시 00분
								"
665,666,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9170&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.4%,ARSRDD,40.1,-,-,-,16,8279,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2035,5.4%,30.6%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-10-28 06시 00분
								"
666,667,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9170&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.4%,ARSRDD,34.3,-,5.7,5.1,14.5,8279,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2035,5.4%,30.6%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-10-28 06시 00분
								"
667,668,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9170&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.4%,ARSRDD,34.6,34.4,4,4.4,9.9,8279,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '10%'], ['무선 ARS', '90%']]","['RDD', 'RDD']",2035,5.4%,30.6%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-10-28 06시 00분
								"
668,669,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9168&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,17.6%,전화면접가상번호,41.9,-,-,-,18.6,8278,"(주)한국갤럽조사연구소,",전국단위 신문 : 머니투데이,"[['무선전화면접', '87.4%'], ['유선전화면접', '12.6%']]","['통신사제공', 'RDD']",1008,17.6%,32.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 14시 00분
								"
669,670,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9168&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,17.6%,전화면접가상번호,45.8,35.7,-,-,18.2,8278,"(주)한국갤럽조사연구소,",전국단위 신문 : 머니투데이,"[['무선전화면접', '87.4%'], ['유선전화면접', '12.6%']]","['통신사제공', 'RDD']",1008,17.6%,32.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 14시 00분
								"
670,671,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9168&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,17.6%,전화면접가상번호,41.6,-,-,-,29.7,8278,"(주)한국갤럽조사연구소,",전국단위 신문 : 머니투데이,"[['무선전화면접', '87.4%'], ['유선전화면접', '12.6%']]","['통신사제공', 'RDD']",1008,17.6%,32.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 14시 00분
								"
671,672,2021-10-25 ~ 2021-10-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9168&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,17.6%,전화면접가상번호,45.8,-,-,-,23.6,8278,"(주)한국갤럽조사연구소,",전국단위 신문 : 머니투데이,"[['무선전화면접', '87.4%'], ['유선전화면접', '12.6%']]","['통신사제공', 'RDD']",1008,17.6%,32.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 14시 00분
								"
672,673,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9160&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.7%,ARSRDD,34.7,-,-,-,7.2,8277,"미디어토마토,",시·도단위 신문 : 뉴스토마토,"[['무선 ARS', '100%']]",['RDD'],1030,2.7%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 06시 00분
								"
673,674,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9160&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.7%,ARSRDD,38.2,46.7,-,-,5.5,8277,"미디어토마토,",시·도단위 신문 : 뉴스토마토,"[['무선 ARS', '100%']]",['RDD'],1030,2.7%,32.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 06시 00분
								"
674,675,2021-10-23 ~ 2021-10-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9166&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,32.5,-,3.9,3.8,7.8,8276,"조원씨앤아이,",인터넷언론 : 스트레이트뉴스,"[['무선 ARS', '95%'], ['유선 ARS', '5%']]","['RDD', 'RDD']",1001,3%,24.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 11시 00분
								"
675,676,2021-10-23 ~ 2021-10-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9166&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,33.8,37.4,4.2,3.5,6.6,8276,"조원씨앤아이,",인터넷언론 : 스트레이트뉴스,"[['무선 ARS', '95%'], ['유선 ARS', '5%']]","['RDD', 'RDD']",1001,3%,24.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-27 11시 00분
								"
676,677,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9162&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,6.6%,ARS가상번호,40.6,-,-,-,4.4,8272,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1024,6.6%,53.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-26 11시 30분
								"
677,678,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9162&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,6.6%,ARS가상번호,43.7,40.6,-,-,4.8,8272,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1024,6.6%,53.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-26 11시 30분
								"
678,679,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9162&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,6.6%,ARS가상번호,38.9,-,-,-,7.3,8272,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1024,6.6%,53.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-26 11시 30분
								"
679,680,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9162&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=3,6.6%,ARS가상번호,40.2,-,-,-,6.2,8272,"윈지코리아컨설팅,",전국단위 신문 : 아시아경제,"[['무선 ARS', '100%']]",['통신사제공'],1024,6.6%,53.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-26 11시 30분
								"
680,681,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9159&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,39.3,-,-,-,9.3,8271,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1002,5.1%,30.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 10시 00분
								"
