,ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음,등록번호,선거여론조사기관,조사의뢰자,조사방법new,표본추출틀,표본크기,응답률new,접촉률,표본오차,공표일시
681,682,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9159&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,39.9,-,-,-,12.3,8271,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1002,5.1%,30.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 10시 00분
								"
682,683,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9159&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,35.3,-,-,-,7.4,8271,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1002,5.1%,30.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 10시 00분
								"
683,684,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9159&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,39.1,45.9,-,-,6.2,8271,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1002,5.1%,30.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 10시 00분
								"
684,685,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9158&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.7%,전화면접가상번호,34.9,-,5.2,6.3,16.2,8270,"(주)코리아리서치인터내셔널,",방송사 : MBC,"[['무선전화면접', '100%']]",['통신사제공'],1003,22.7%,29.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 16시 00분
								"
685,686,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9158&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.7%,전화면접가상번호,37.3,31.1,7.2,6.2,16.3,8270,"(주)코리아리서치인터내셔널,",방송사 : MBC,"[['무선전화면접', '100%']]",['통신사제공'],1003,22.7%,29.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 16시 00분
								"
686,687,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9158&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.7%,전화면접가상번호,36.3,-,11.5,7.1,22.6,8270,"(주)코리아리서치인터내셔널,",방송사 : MBC,"[['무선전화면접', '100%']]",['통신사제공'],1003,22.7%,29.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 16시 00분
								"
687,688,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9158&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.7%,전화면접가상번호,37.2,-,8.5,5.7,20.3,8270,"(주)코리아리서치인터내셔널,",방송사 : MBC,"[['무선전화면접', '100%']]",['통신사제공'],1003,22.7%,29.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 16시 00분
								"
688,689,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9158&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.7%,전화면접가상번호,38.6,-,-,-,15.6,8270,"(주)코리아리서치인터내셔널,",방송사 : MBC,"[['무선전화면접', '100%']]",['통신사제공'],1003,22.7%,29.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 16시 00분
								"
689,690,2021-10-23 ~ 2021-10-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9158&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.7%,전화면접가상번호,42.7,38.7,-,-,16.3,8270,"(주)코리아리서치인터내셔널,",방송사 : MBC,"[['무선전화면접', '100%']]",['통신사제공'],1003,22.7%,29.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 16시 00분
								"
690,691,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9157&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARS가상번호,33.2,-,3.6,4.6,10.6,8269,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1005,6.9%,50.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 06시 00분
								"
691,692,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9157&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARS가상번호,33.6,30,2.8,3.4,9.6,8269,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1005,6.9%,50.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 06시 00분
								"
692,693,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9157&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARS가상번호,36.7,-,-,-,8.1,8269,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1005,6.9%,50.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 06시 00분
								"
693,694,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9157&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARS가상번호,37.5,33.6,-,-,7.8,8269,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1005,6.9%,50.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-25 06시 00분
								"
694,695,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9156&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,37.7,-,-,-,13.1,8268,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1001,4.4%,34.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-24 14시 00분
								"
695,696,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9156&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.9,-,-,-,17.3,8268,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1001,4.4%,34.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-24 14시 00분
								"
696,697,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9156&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,37.6,-,-,-,10.4,8268,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1001,4.4%,34.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-24 14시 00분
								"
697,698,2021-10-22 ~ 2021-10-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9156&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,36.5,41.8,-,-,6.3,8268,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1001,4.4%,34.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-24 14시 00분
								"
698,699,2021-10-19 ~ 2021-10-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9149&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.1%,전화면접RDD,33,-,10,8,20,8264,"(주)한국갤럽조사연구소,",조사기관 자체 : 한국갤럽 자체 조사,"[['무선전화면접', '85%'], ['유선전화면접', '15%']]","['RDD', 'RDD']",1000,13.1%,32.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-22 10시 00분
								"
699,700,2021-10-19 ~ 2021-10-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9149&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.1%,전화면접RDD,34,31,9,7,19,8264,"(주)한국갤럽조사연구소,",조사기관 자체 : 한국갤럽 자체 조사,"[['무선전화면접', '85%'], ['유선전화면접', '15%']]","['RDD', 'RDD']",1000,13.1%,32.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-22 10시 00분
								"
700,701,2021-10-19 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9141&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,31.3,-,6.3,6.6,16.2,8255,"(주)글로벌리서치,",방송사 : JTBC,"[['무선전화면접', '100%']]",['RDD'],1007,10.3%,31.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 18시 00분
								"
701,702,2021-10-19 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9141&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,31.3,-,6.3,6.6,16.2,8255,"(주)글로벌리서치,",방송사 : JTBC,"[['무선전화면접', '100%']]",['RDD'],1007,10.3%,31.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 18시 00분
								"
702,703,2021-10-19 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9141&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,34,-,-,-,17.1,8255,"(주)글로벌리서치,",방송사 : JTBC,"[['무선전화면접', '100%']]",['RDD'],1007,10.3%,31.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 18시 00분
								"
703,704,2021-10-19 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9141&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,32,30.4,6.4,6.4,14.4,8255,"(주)글로벌리서치,",방송사 : JTBC,"[['무선전화면접', '100%']]",['RDD'],1007,10.3%,31.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 18시 00분
								"
704,705,2021-10-19 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9141&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.3%,전화면접RDD,34.8,34.5,-,-,16.2,8255,"(주)글로벌리서치,",방송사 : JTBC,"[['무선전화면접', '100%']]",['RDD'],1007,10.3%,31.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 18시 00분
								"
705,706,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9140&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.9%,전화면접가상번호,35,-,8,6,16,8254,"케이스탯리서치,(주)한국리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,28.9%,28.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 11시 00분
								"
706,707,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9140&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.9%,전화면접가상번호,35,34,7,6,15,8254,"케이스탯리서치,(주)한국리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,28.9%,28.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 11시 00분
								"
707,708,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9140&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.9%,전화면접가상번호,34,-,13,6,24,8254,"케이스탯리서치,(주)한국리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,28.9%,28.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 11시 00분
								"
708,709,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9140&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.9%,전화면접가상번호,36,-,11,6,21,8254,"케이스탯리서치,(주)한국리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1003,28.9%,28.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 11시 00분
								"
709,710,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9142&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.4%,ARSRDD,33,-,-,-,17,8252,"(주)알앤써치,",방송사/전국단위 신문 : MBN/매일경제,"[['무선 ARS', '100%']]",['RDD'],1020,3.4%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 14시 00분
								"
710,711,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9142&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.4%,ARSRDD,30.6,-,-,-,19.8,8252,"(주)알앤써치,",방송사/전국단위 신문 : MBN/매일경제,"[['무선 ARS', '100%']]",['RDD'],1020,3.4%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 14시 00분
								"
711,712,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9142&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.4%,ARSRDD,32.5,43.4,-,-,12.4,8252,"(주)알앤써치,",방송사/전국단위 신문 : MBN/매일경제,"[['무선 ARS', '100%']]",['RDD'],1020,3.4%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 14시 00분
								"
712,713,2021-10-18 ~ 2021-10-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9142&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.4%,ARSRDD,30.9,-,-,-,15.4,8252,"(주)알앤써치,",방송사/전국단위 신문 : MBN/매일경제,"[['무선 ARS', '100%']]",['RDD'],1020,3.4%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-21 14시 00분
								"
713,714,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9126&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.2%,ARSRDD,38.8,-,-,-,11.9,8243,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1001,4.2%,30.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-18 07시 00분
								"
714,715,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9126&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.2%,ARSRDD,37.9,-,-,-,14.5,8243,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1001,4.2%,30.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-18 07시 00분
								"
715,716,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9126&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.2%,ARSRDD,35.5,-,-,-,7.9,8243,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1001,4.2%,30.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-18 07시 00분
								"
716,717,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9126&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.2%,ARSRDD,36.1,48.9,-,-,7.3,8243,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1001,4.2%,30.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-18 07시 00분
								"
717,718,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,32.3,-,-,-,16,8241,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1000,3.8%,32.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-17 14시 00분
								"
718,719,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,31.2,-,-,-,18.2,8241,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1000,3.8%,32.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-17 14시 00분
								"
719,720,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,31.3,-,-,-,11.8,8241,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1000,3.8%,32.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-17 14시 00분
								"
720,721,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,30.2,43.9,-,-,7.9,8241,"PNR-(주)피플네트웍스,",인터넷언론/시·도단위 신문 : 뉴데일리/시사경남,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1000,3.8%,32.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-10-17 14시 00분
								"
